wc_id,type,parent_id,sku,meta,status,name
4601,variation,2952,52119-60122,52119-60122,publish,"English, ARKY green cabinet"
4602,variation,2952,52119-60212,52119-60212,publish,"English, ARKY outdoor (unheated)"
4603,variation,2952,52119-60213,52119-60213,publish,"English, ARKY heated cabinet"
4604,variation,2952,52119-60222,52119-60222,publish,"English, Arky Core Classic"
4605,variation,2952,52119-60223,52119-60223,publish,"English, Arky Core Plus"
4606,variation,2952,52111,52111,private,"Dutch, Defibrillator"
4614,variation,2952,52121,52121,publish,"German, Defibrillator"
4615,variation,2952,52121-60110,52121-60110,publish,"German, ARKY backpack"
4616,variation,2952,52121-60112,52121-60112,publish,"German, ARKY white cabinet"
4617,variation,2952,52121-60122,52121-60122,publish,"German, ARKY green cabinet"
4618,variation,2952,52121-60212,52121-60212,publish,"German, ARKY outdoor (unheated)"
4619,variation,2952,52121-60213,52121-60213,publish,"German, ARKY heated cabinet"
4620,variation,2952,52121-60222,52121-60222,publish,"German, Arky Core Classic"
4621,variation,2952,52121-60223,52121-60223,publish,"German, Arky Core Plus"
4630,variation,2952,52105,52105,publish,"Czech, Defibrillator"
4631,variation,2952,52105-60110,52105-60110,publish,"Czech, ARKY backpack"
4632,variation,2952,52105-60112,52105-60112,publish,"Czech, ARKY white cabinet"
4633,variation,2952,52105-60122,52105-60122,publish,"Czech, ARKY green cabinet"
4634,variation,2952,52105-60212,52105-60212,publish,"Czech, ARKY outdoor (unheated)"
4635,variation,2952,52105-60213,52105-60213,publish,"Czech, ARKY heated cabinet"
4636,variation,2952,52105-60222,52105-60222,publish,"Czech, Arky Core Classic"
4637,variation,2952,52105-60223,52105-60223,publish,"Czech, Arky Core Plus"
4638,variation,2952,52126,52126,publish,"Danish, Defibrillator"
4639,variation,2952,52126-60110,52126-60110,publish,"Danish, ARKY backpack"
4640,variation,2952,52126-60112,52126-60112,publish,"Danish, ARKY white cabinet"
4641,variation,2952,52126-60122,52126-60122,publish,"Danish, ARKY green cabinet"
4642,variation,2952,52126-60212,52126-60212,publish,"Danish, ARKY outdoor (unheated)"
4643,variation,2952,52126-60213,52126-60213,publish,"Danish, ARKY heated cabinet"
4644,variation,2952,52126-60222,52126-60222,publish,"Danish, Arky Core Classic"
4645,variation,2952,52126-60223,52126-60223,publish,"Danish, Arky Core Plus"
4654,variation,2952,52128,52128,publish,"Norwegian, Defibrillator"
4655,variation,2952,52128-60110,52128-60110,publish,"Norwegian, ARKY backpack"
4656,variation,2952,52128-60112,52128-60112,publish,"Norwegian, ARKY white cabinet"
4657,variation,2952,52128-60122,52128-60122,publish,"Norwegian, ARKY green cabinet"
4658,variation,2952,52128-60212,52128-60212,publish,"Norwegian, ARKY outdoor (unheated)"
4659,variation,2952,52128-60213,52128-60213,publish,"Norwegian, ARKY heated cabinet"
4660,variation,2952,52128-60222,52128-60222,publish,"Norwegian, Arky Core Classic"
4661,variation,2952,52128-60223,52128-60223,publish,"Norwegian, Arky Core Plus"
4670,variation,2952,52110,52110,publish,"Greek, Defibrillator"
4671,variation,2952,52110-60110,52110-60110,publish,"Greek, ARKY backpack"
4672,variation,2952,52110-60112,52110-60112,publish,"Greek, ARKY white cabinet"
4673,variation,2952,52110-60122,52110-60122,publish,"Greek, ARKY green cabinet"
4674,variation,2952,52110-60212,52110-60212,publish,"Greek, ARKY outdoor (unheated)"
4675,variation,2952,52110-60213,52110-60213,publish,"Greek, ARKY heated cabinet"
4676,variation,2952,52110-60222,52110-60222,publish,"Greek, Arky Core Classic"
4677,variation,2952,52110-60223,52110-60223,publish,"Greek, Arky Core Plus"
4678,variation,2952,52109,52109,publish,"Hungarian, Defibrillator"
4679,variation,2952,52109-60110,52109-60110,publish,"Hungarian, ARKY backpack"
4680,variation,2952,52109-60112,52109-60112,publish,"Hungarian, ARKY white cabinet"
4681,variation,2952,52109-60122,52109-60122,publish,"Hungarian, ARKY green cabinet"
4682,variation,2952,52109-60212,52109-60212,publish,"Hungarian, ARKY outdoor (unheated)"
4683,variation,2952,52109-60213,52109-60213,publish,"Hungarian, ARKY heated cabinet"
4684,variation,2952,52109-60222,52109-60222,publish,"Hungarian, Arky Core Classic"
4685,variation,2952,52109-60223,52109-60223,publish,"Hungarian, Arky Core Plus"
4686,variation,2952,52127,52127,publish,"Croatian, Defibrillator"
4687,variation,2952,52127-60110,52127-60110,publish,"Croatian, ARKY backpack"
4688,variation,2952,52127-60112,52127-60112,publish,"Croatian, ARKY white cabinet"
4689,variation,2952,52127-60122,52127-60122,publish,"Croatian, ARKY green cabinet"
4690,variation,2952,52127-60212,52127-60212,publish,"Croatian, ARKY outdoor (unheated)"
4691,variation,2952,52127-60213,52127-60213,publish,"Croatian, ARKY heated cabinet"
4692,variation,2952,52127-60222,52127-60222,publish,"Croatian, Arky Core Classic"
4693,variation,2952,52127-60223,52127-60223,publish,"Croatian, Arky Core Plus"
4694,variation,2952,52129,52129,publish,"Slovenian, Defibrillator"
4695,variation,2952,52129-60110,52129-60110,publish,"Slovenian, ARKY backpack"
4696,variation,2952,52129-60112,52129-60112,publish,"Slovenian, ARKY white cabinet"
4697,variation,2952,52129-60122,52129-60122,publish,"Slovenian, ARKY green cabinet"
4698,variation,2952,52129-60212,52129-60212,publish,"Slovenian, ARKY outdoor (unheated)"
4699,variation,2952,52129-60213,52129-60213,publish,"Slovenian, ARKY heated cabinet"
4700,variation,2952,52129-60222,52129-60222,publish,"Slovenian, Arky Core Classic"
4701,variation,2952,52129-60223,52129-60223,publish,"Slovenian, Arky Core Plus"
4702,variation,2952,52107,52107,publish,"Slovak, Defibrillator"
4703,variation,2952,52107-60110,52107-60110,publish,"Slovak, ARKY backpack"
4704,variation,2952,52107-60112,52107-60112,publish,"Slovak, ARKY white cabinet"
4705,variation,2952,52107-60122,52107-60122,publish,"Slovak, ARKY green cabinet"
4706,variation,2952,52107-60212,52107-60212,publish,"Slovak, ARKY outdoor (unheated)"
4707,variation,2952,52107-60213,52107-60213,publish,"Slovak, ARKY heated cabinet"
4708,variation,2952,52107-60222,52107-60222,publish,"Slovak, Arky Core Classic"
4709,variation,2952,52107-60223,52107-60223,publish,"Slovak, Arky Core Plus"
5160,variation,5159,21013-DE,21013-DE,publish,"German, Defibrillator"
5161,variation,5159,21013-DE-60110,21013-DE-60110,publish,"German, ARKY backpack"
5162,variation,5159,21013-DE-60112,21013-DE-60112,publish,"German, ARKY white cabinet"
5163,variation,5159,21013-DE-60122,21013-DE-60122,publish,"German, ARKY green cabinet"
5164,variation,5159,21013-DE-60212,21013-DE-60212,publish,"German, ARKY outdoor (unheated)"
5165,variation,5159,21013-DE-60213,21013-DE-60213,publish,"German, ARKY heated cabinet"
5166,variation,5159,21013-DE-60222,21013-DE-60222,publish,"German, Arky Core Classic"
5167,variation,5159,21013-DE-60223,21013-DE-60223,publish,"German, Arky Core Plus"
5168,variation,5159,21013-FR,21013-FR,publish,"French, Defibrillator"
5169,variation,5159,21013-FR-60110,21013-FR-60110,publish,"French, ARKY backpack"
5170,variation,5159,21013-FR-60112,21013-FR-60112,publish,"French, ARKY white cabinet"
5171,variation,5159,21013-FR-60122,21013-FR-60122,publish,"French, ARKY green cabinet"
5172,variation,5159,21013-FR-60212,21013-FR-60212,publish,"French, ARKY outdoor (unheated)"
5173,variation,5159,21013-FR-60213,21013-FR-60213,publish,"French, ARKY heated cabinet"
5174,variation,5159,21013-FR-60222,21013-FR-60222,publish,"French, Arky Core Classic"
5175,variation,5159,21013-FR-60223,21013-FR-60223,publish,"French, Arky Core Plus"
5176,variation,5159,21013-UK,21013-UK,publish,"English, Defibrillator"
5177,variation,5159,21013-UK-60110,21013-UK-60110,publish,"English, ARKY backpack"
5178,variation,5159,21013-UK-60112,21013-UK-60112,publish,"English, ARKY white cabinet"
5179,variation,5159,21013-UK-60122,21013-UK-60122,publish,"English, ARKY green cabinet"
5180,variation,5159,21013-UK-60212,21013-UK-60212,publish,"English, ARKY outdoor (unheated)"
5181,variation,5159,21013-UK-60213,21013-UK-60213,publish,"English, ARKY heated cabinet"
5182,variation,5159,21013-UK-60222,21013-UK-60222,publish,"English, Arky Core Classic"
5183,variation,5159,21013-UK-60223,21013-UK-60223,publish,"English, Arky Core Plus"
5186,variation,5185,21014-DE,21014-DE,publish,"German, Defibrillator"
5187,variation,5185,21014-DE-60110,21014-DE-60110,publish,"German, ARKY backpack"
5188,variation,5185,21014-DE-60112,21014-DE-60112,publish,"German, ARKY white cabinet"
5189,variation,5185,21014-DE-60122,21014-DE-60122,publish,"German, ARKY green cabinet"
5190,variation,5185,21014-DE-60212,21014-DE-60212,publish,"German, ARKY outdoor (unheated)"
5191,variation,5185,21014-DE-60213,21014-DE-60213,publish,"German, ARKY heated cabinet"
5192,variation,5185,21014-DE-60222,21014-DE-60222,publish,"German, Arky Core Classic"
5193,variation,5185,21014-DE-60223,21014-DE-60223,publish,"German, Arky Core Plus"
5194,variation,5185,21014-FR,21014-FR,publish,"French, Defibrillator"
5195,variation,5185,21014-FR-60110,21014-FR-60110,publish,"French, ARKY backpack"
5196,variation,5185,21014-FR-60112,21014-FR-60112,publish,"French, ARKY white cabinet"
5197,variation,5185,21014-FR-60122,21014-FR-60122,publish,"French, ARKY green cabinet"
5198,variation,5185,21014-FR-60212,21014-FR-60212,publish,"French, ARKY outdoor (unheated)"
5199,variation,5185,21014-FR-60213,21014-FR-60213,publish,"French, ARKY heated cabinet"
5200,variation,5185,21014-FR-60222,21014-FR-60222,publish,"French, Arky Core Classic"
5201,variation,5185,21014-FR-60223,21014-FR-60223,publish,"French, Arky Core Plus"
5202,variation,5185,21014-UK,21014-UK,publish,"English, Defibrillator"
5203,variation,5185,21014-UK-60110,21014-UK-60110,publish,"English, ARKY backpack"
5204,variation,5185,21014-UK-60112,21014-UK-60112,publish,"English, ARKY white cabinet"
5205,variation,5185,21014-UK-60122,21014-UK-60122,publish,"English, ARKY green cabinet"
5206,variation,5185,21014-UK-60212,21014-UK-60212,publish,"English, ARKY outdoor (unheated)"
5207,variation,5185,21014-UK-60213,21014-UK-60213,publish,"English, ARKY heated cabinet"
5208,variation,5185,21014-UK-60222,21014-UK-60222,publish,"English, Arky Core Classic"
5209,variation,5185,21014-UK-60223,21014-UK-60223,publish,"English, Arky Core Plus"
5216,variation,1908,8008-0050-26,10681,private,French
5217,variation,1908,8008-0050-53,10703,private,Slovenian
5218,variation,1600,10144,10144,private,"Dutch, Defibrillator"
5226,variation,1600,10144-CZ,10144-CZ,publish,"Czech, Defibrillator"
5227,variation,1600,10144-CZ-60110,10144-CZ-60110,publish,"Czech, ARKY backpack"
5228,variation,1600,10144-CZ-60112,10144-CZ-60112,publish,"Czech, ARKY white cabinet"
5229,variation,1600,10144-CZ-60122,10144-CZ-60122,publish,"Czech, ARKY green cabinet"
5230,variation,1600,10144-CZ-60212,10144-CZ-60212,publish,"Czech, ARKY outdoor (unheated)"
5231,variation,1600,10144-CZ-60213,10144-CZ-60213,publish,"Czech, ARKY heated cabinet"
5232,variation,1600,10144-CZ-60222,10144-CZ-60222,publish,"Czech, Arky Core Classic"
5233,variation,1600,10144-CZ-60223,10144-CZ-60223,publish,"Czech, Arky Core Plus"
5234,variation,1600,10144-DE,10144-DE,publish,"German, Defibrillator"
5235,variation,1600,10144-DE-60110,10144-DE-60110,publish,"German, ARKY backpack"
5236,variation,1600,10144-DE-60112,10144-DE-60112,publish,"German, ARKY white cabinet"
5237,variation,1600,10144-DE-60122,10144-DE-60122,publish,"German, ARKY green cabinet"
5238,variation,1600,10144-DE-60212,10144-DE-60212,publish,"German, ARKY outdoor (unheated)"
5239,variation,1600,10144-DE-60213,10144-DE-60213,publish,"German, ARKY heated cabinet"
5240,variation,1600,10144-DE-60222,10144-DE-60222,publish,"German, Arky Core Classic"
5241,variation,1600,10144-DE-60223,10144-DE-60223,publish,"German, Arky Core Plus"
5242,variation,1600,10144-ES,10144-ES,publish,"Spanish, Defibrillator"
5243,variation,1600,10144-ES-60110,10144-ES-60110,publish,"Spanish, ARKY backpack"
5244,variation,1600,10144-ES-60112,10144-ES-60112,publish,"Spanish, ARKY white cabinet"
5245,variation,1600,10144-ES-60122,10144-ES-60122,publish,"Spanish, ARKY green cabinet"
5246,variation,1600,10144-ES-60212,10144-ES-60212,publish,"Spanish, ARKY outdoor (unheated)"
5247,variation,1600,10144-ES-60213,10144-ES-60213,publish,"Spanish, ARKY heated cabinet"
5248,variation,1600,10144-ES-60222,10144-ES-60222,publish,"Spanish, Arky Core Classic"
5249,variation,1600,10144-ES-60223,10144-ES-60223,publish,"Spanish, Arky Core Plus"
5250,variation,1600,10144-FIN,10144-FIN,publish,"Finnish, Defibrillator"
5251,variation,1600,10144-FIN-60110,10144-FIN-60110,publish,"Finnish, ARKY backpack"
5252,variation,1600,10144-FIN-60112,10144-FIN-60112,publish,"Finnish, ARKY white cabinet"
5253,variation,1600,10144-FIN-60122,10144-FIN-60122,publish,"Finnish, ARKY green cabinet"
5254,variation,1600,10144-FIN-60212,10144-FIN-60212,publish,"Finnish, ARKY outdoor (unheated)"
5255,variation,1600,10144-FIN-60213,10144-FIN-60213,publish,"Finnish, ARKY heated cabinet"
5256,variation,1600,10144-FIN-60222,10144-FIN-60222,publish,"Finnish, Arky Core Classic"
5257,variation,1600,10144-FIN-60223,10144-FIN-60223,publish,"Finnish, Arky Core Plus"
5258,variation,1600,10144-NO,10144-NO,publish,"Norwegian, Defibrillator"
5259,variation,1600,10144-NO-60110,10144-NO-60110,publish,"Norwegian, ARKY backpack"
5260,variation,1600,10144-NO-60112,10144-NO-60112,publish,"Norwegian, ARKY white cabinet"
5261,variation,1600,10144-NO-60122,10144-NO-60122,publish,"Norwegian, ARKY green cabinet"
5262,variation,1600,10144-NO-60212,10144-NO-60212,publish,"Norwegian, ARKY outdoor (unheated)"
5263,variation,1600,10144-NO-60213,10144-NO-60213,publish,"Norwegian, ARKY heated cabinet"
5264,variation,1600,10144-NO-60222,10144-NO-60222,publish,"Norwegian, Arky Core Classic"
5265,variation,1600,10144-NO-60223,10144-NO-60223,publish,"Norwegian, Arky Core Plus"
5266,variation,1600,10144-PL,10144-PL,publish,"Polish, Defibrillator"
5267,variation,1600,10144-PL-60110,10144-PL-60110,publish,"Polish, ARKY backpack"
5268,variation,1600,10144-PL-60112,10144-PL-60112,publish,"Polish, ARKY white cabinet"
5269,variation,1600,10144-PL-60122,10144-PL-60122,publish,"Polish, ARKY green cabinet"
5270,variation,1600,10144-PL-60212,10144-PL-60212,publish,"Polish, ARKY outdoor (unheated)"
5271,variation,1600,10144-PL-60213,10144-PL-60213,publish,"Polish, ARKY heated cabinet"
5272,variation,1600,10144-PL-60222,10144-PL-60222,publish,"Polish, Arky Core Classic"
5273,variation,1600,10144-PL-60223,10144-PL-60223,publish,"Polish, Arky Core Plus"
5274,variation,1600,10144-SE,10144-SE,publish,"Swedish, Defibrillator"
5275,variation,1600,10144-SE-60110,10144-SE-60110,publish,"Swedish, ARKY backpack"
5276,variation,1600,10144-SE-60112,10144-SE-60112,publish,"Swedish, ARKY white cabinet"
5277,variation,1600,10144-SE-60122,10144-SE-60122,publish,"Swedish, ARKY green cabinet"
5278,variation,1600,10144-SE-60212,10144-SE-60212,publish,"Swedish, ARKY outdoor (unheated)"
5279,variation,1600,10144-SE-60213,10144-SE-60213,publish,"Swedish, ARKY heated cabinet"
5280,variation,1600,10144-SE-60222,10144-SE-60222,publish,"Swedish, Arky Core Classic"
5281,variation,1600,10144-SE-60223,10144-SE-60223,publish,"Swedish, Arky Core Plus"
5282,variation,1600,10144-UK,10144-UK,publish,"English, Defibrillator"
5283,variation,1600,10144-UK-60110,10144-UK-60110,publish,"English, ARKY backpack"
5284,variation,1600,10144-UK-60112,10144-UK-60112,publish,"English, ARKY white cabinet"
5285,variation,1600,10144-UK-60122,10144-UK-60122,publish,"English, ARKY green cabinet"
5286,variation,1600,10144-UK-60212,10144-UK-60212,publish,"English, ARKY outdoor (unheated)"
5287,variation,1600,10144-UK-60213,10144-UK-60213,publish,"English, ARKY heated cabinet"
5288,variation,1600,10144-UK-60222,10144-UK-60222,publish,"English, Arky Core Classic"
5289,variation,1600,10144-UK-60223,10144-UK-60223,publish,"English, Arky Core Plus"
5290,variation,1600,10144-FR,10144-FR,publish,"French, Defibrillator"
5291,variation,1600,10144-FR-60110,10144-FR-60110,private,"French, ARKY backpack"
5292,variation,1600,10144-FR-60112,10144-FR-60112,private,"French, ARKY white cabinet"
5293,variation,1600,10144-FR-60122,10144-FR-60122,private,"French, ARKY green cabinet"
5294,variation,1600,10144-FR-60212,10144-FR-60212,private,"French, ARKY outdoor (unheated)"
5295,variation,1600,10144-FR-60213,10144-FR-60213,private,"French, ARKY heated cabinet"
5296,variation,1600,10144-FR-60222,10144-FR-60222,private,"French, Arky Core Classic"
5297,variation,1600,10144-FR-60223,10144-FR-60223,private,"French, Arky Core Plus"
5305,variation,1822,11145-DK,11145-DK,publish,"Danish, Defibrillator"
5306,variation,1822,11145-DK-60110,11145-DK-60110,publish,"Danish, ARKY backpack"
5307,variation,1822,11145-DK-60112,11145-DK-60112,publish,"Danish, ARKY white cabinet"
5308,variation,1822,11145-DK-60122,11145-DK-60122,publish,"Danish, ARKY green cabinet"
5309,variation,1822,11145-DK-60212,11145-DK-60212,publish,"Danish, ARKY outdoor (unheated)"
5310,variation,1822,11145-DK-60213,11145-DK-60213,publish,"Danish, ARKY outdoor (heated)"
5311,variation,1822,11145-DK-60222,11145-DK-60222,publish,"Danish, Core Classic"
5312,variation,1822,11145-DK-60223,11145-DK-60223,publish,"Danish, Core Plus"
5313,variation,1822,11145-DE-60110,11145-DE-60110,publish,"German, ARKY backpack"
5314,variation,1822,11145-DE-60112,11145-DE-60112,publish,"German, ARKY white cabinet"
5315,variation,1822,11145-DE-60122,11145-DE-60122,publish,"German, ARKY green cabinet"
5316,variation,1822,11145-DE-60212,11145-DE-60212,publish,"German, ARKY outdoor (unheated)"
5317,variation,1822,11145-DE-60213,11145-DE-60213,publish,"German, ARKY outdoor (heated)"
5318,variation,1822,11145-DE-60222,11145-DE-60222,publish,"German, Core Classic"
5319,variation,1822,11145-DE-60223,11145-DE-60223,publish,"German, Core Plus"
5320,variation,1822,11145-EN-60110,11145-EN-60110,publish,"English, ARKY backpack"
5321,variation,1822,11145-EN-60112,11145-EN-60112,publish,"English, ARKY white cabinet"
5322,variation,1822,11145-EN-60122,11145-EN-60122,publish,"English, ARKY green cabinet"
5323,variation,1822,11145-EN-60212,11145-EN-60212,publish,"English, ARKY outdoor (unheated)"
5324,variation,1822,11145-EN-60213,11145-EN-60213,publish,"English, ARKY outdoor (heated)"
5325,variation,1822,11145-EN-60222,11145-EN-60222,publish,"English, Core Classic"
5326,variation,1822,11145-EN-60223,11145-EN-60223,publish,"English, Core Plus"
5327,variation,1822,11145-ES-60110,11145-ES-60110,publish,"Spanish, ARKY backpack"
5328,variation,1822,11145-ES-60112,11145-ES-60112,publish,"Spanish, ARKY white cabinet"
5329,variation,1822,11145-ES-60122,11145-ES-60122,publish,"Spanish, ARKY green cabinet"
5330,variation,1822,11145-ES-60212,11145-ES-60212,publish,"Spanish, ARKY outdoor (unheated)"
5331,variation,1822,11145-ES-60213,11145-ES-60213,publish,"Spanish, ARKY outdoor (heated)"
5332,variation,1822,11145-ES-60222,11145-ES-60222,publish,"Spanish, Core Classic"
5333,variation,1822,11145-ES-60223,11145-ES-60223,publish,"Spanish, Core Plus"
5334,variation,1822,11145-FR-60110,11145-FR-60110,publish,"French, ARKY backpack"
5335,variation,1822,11145-FR-60112,11145-FR-60112,publish,"French, ARKY white cabinet"
5336,variation,1822,11145-FR-60122,11145-FR-60122,publish,"French, ARKY green cabinet"
5337,variation,1822,11145-FR-60212,11145-FR-60212,publish,"French, ARKY outdoor (unheated)"
5338,variation,1822,11145-FR-60213,11145-FR-60213,publish,"French, ARKY outdoor (heated)"
5339,variation,1822,11145-FR-60222,11145-FR-60222,publish,"French, Core Classic"
5340,variation,1822,11145-FR-60223,11145-FR-60223,publish,"French, Core Plus"
5341,variation,1822,11145-GR-60110,11145-GR-60110,publish,"Greek, ARKY backpack"
5342,variation,1822,11145-GR-60112,11145-GR-60112,publish,"Greek, ARKY white cabinet"
5343,variation,1822,11145-GR-60122,11145-GR-60122,publish,"Greek, ARKY green cabinet"
5344,variation,1822,11145-GR-60212,11145-GR-60212,publish,"Greek, ARKY outdoor (unheated)"
5345,variation,1822,11145-GR-60213,11145-GR-60213,publish,"Greek, ARKY outdoor (heated)"
5346,variation,1822,11145-GR-60222,11145-GR-60222,publish,"Greek, Core Classic"
5347,variation,1822,11145-GR-60223,11145-GR-60223,publish,"Greek, Core Plus"
5348,variation,1822,11145-IT,11145-IT,publish,"Italian, Defibrillator"
5349,variation,1822,11145-IT-60110,11145-IT-60110,publish,"Italian, ARKY backpack"
5350,variation,1822,11145-IT-60112,11145-IT-60112,publish,"Italian, ARKY white cabinet"
5351,variation,1822,11145-IT-60122,11145-IT-60122,publish,"Italian, ARKY green cabinet"
5352,variation,1822,11145-IT-60212,11145-IT-60212,publish,"Italian, ARKY outdoor (unheated)"
5353,variation,1822,11145-IT-60213,11145-IT-60213,publish,"Italian, ARKY outdoor (heated)"
5354,variation,1822,11145-IT-60222,11145-IT-60222,publish,"Italian, Core Classic"
5355,variation,1822,11145-IT-60223,11145-IT-60223,publish,"Italian, Core Plus"
5356,variation,1822,11145-NO,11145-NO,publish,"Norwegian, Defibrillator"
5357,variation,1822,11145-NO-60110,11145-NO-60110,publish,"Norwegian, ARKY backpack"
5358,variation,1822,11145-NO-60112,11145-NO-60112,publish,"Norwegian, ARKY white cabinet"
5359,variation,1822,11145-NO-60122,11145-NO-60122,publish,"Norwegian, ARKY green cabinet"
5360,variation,1822,11145-NO-60212,11145-NO-60212,publish,"Norwegian, ARKY outdoor (unheated)"
5361,variation,1822,11145-NO-60213,11145-NO-60213,publish,"Norwegian, ARKY outdoor (heated)"
5362,variation,1822,11145-NO-60222,11145-NO-60222,publish,"Norwegian, Core Classic"
5363,variation,1822,11145-NO-60223,11145-NO-60223,publish,"Norwegian, Core Plus"
5364,variation,1822,11145NO2,11145NO2,publish,"Norwegian (small bag), Defibrillator"
5365,variation,1822,11145NO2-60110,11145NO2-60110,publish,"Norwegian (small bag), ARKY backpack"
5366,variation,1822,11145NO2-60112,11145NO2-60112,publish,"Norwegian (small bag), ARKY white cabinet"
5367,variation,1822,11145NO2-60122,11145NO2-60122,publish,"Norwegian (small bag), ARKY green cabinet"
5368,variation,1822,11145NO2-60212,11145NO2-60212,publish,"Norwegian (small bag), ARKY outdoor (unheated)"
5369,variation,1822,11145NO2-60213,11145NO2-60213,publish,"Norwegian (small bag), ARKY outdoor (heated)"
5370,variation,1822,11145NO2-60222,11145NO2-60222,publish,"Norwegian (small bag), Core Classic"
5371,variation,1822,11145NO2-60223,11145NO2-60223,publish,"Norwegian (small bag), Core Plus"
5372,variation,1822,11145-PL-60110,11145-PL-60110,publish,"Polish, ARKY backpack"
5373,variation,1822,11145-PL-60112,11145-PL-60112,publish,"Polish, ARKY white cabinet"
5374,variation,1822,11145-PL-60122,11145-PL-60122,publish,"Polish, ARKY green cabinet"
5375,variation,1822,11145-PL-60212,11145-PL-60212,publish,"Polish, ARKY outdoor (unheated)"
5376,variation,1822,11145-PL-60213,11145-PL-60213,publish,"Polish, ARKY outdoor (heated)"
5377,variation,1822,11145-PL-60222,11145-PL-60222,publish,"Polish, Core Classic"
5378,variation,1822,11145-PL-60223,11145-PL-60223,publish,"Polish, Core Plus"
5379,variation,1822,11145-PT-60110,11145-PT-60110,publish,"Portuguese, ARKY backpack"
5380,variation,1822,11145-PT-60112,11145-PT-60112,publish,"Portuguese, ARKY white cabinet"
5381,variation,1822,11145-PT-60122,11145-PT-60122,publish,"Portuguese, ARKY green cabinet"
5382,variation,1822,11145-PT-60212,11145-PT-60212,publish,"Portuguese, ARKY outdoor (unheated)"
5383,variation,1822,11145-PT-60213,11145-PT-60213,publish,"Portuguese, ARKY outdoor (heated)"
5384,variation,1822,11145-PT-60222,11145-PT-60222,publish,"Portuguese, Core Classic"
5385,variation,1822,11145-PT-60223,11145-PT-60223,publish,"Portuguese, Core Plus"
5386,variation,1822,11145-SE-60110,11145-SE-60110,publish,"Swedish, ARKY backpack"
5387,variation,1822,11145-SE-60112,11145-SE-60112,publish,"Swedish, ARKY white cabinet"
5388,variation,1822,11145-SE-60122,11145-SE-60122,publish,"Swedish, ARKY green cabinet"
5389,variation,1822,11145-SE-60212,11145-SE-60212,publish,"Swedish, ARKY outdoor (unheated)"
5390,variation,1822,11145-SE-60213,11145-SE-60213,publish,"Swedish, ARKY outdoor (heated)"
5391,variation,1822,11145-SE-60222,11145-SE-60222,publish,"Swedish, Core Classic"
5392,variation,1822,11145-SE-60223,11145-SE-60223,publish,"Swedish, Core Plus"
5394,variation,1822,11145-EN,11145-EN,publish,"English, Defibrillator"
5395,variation,1822,11145-FR,11145-FR,publish,"French, Defibrillator"
5396,variation,1822,11145-DE,11145-DE,publish,"German, Defibrillator"
5397,variation,1822,11145-GR,11145-GR,publish,"Greek, Defibrillator"
5398,variation,1822,11145-PL,11145-PL,publish,"Polish, Defibrillator"
5399,variation,1822,11145-PT,11145-PT,publish,"Portuguese, Defibrillator"
5400,variation,1822,11145-ES,11145-ES,publish,"Spanish, Defibrillator"
5401,variation,1822,11145-SE,11145-SE,publish,"Swedish, Defibrillator"
5402,variation,1822,11145,11145,private,"Dutch, Defibrillator"
5403,variation,2971,11111,11111,private,"Dutch, Defibrillator"
5419,variation,2971,11113,11113,publish,"English, Defibrillator"
5420,variation,2971,11113-60110,11113-60110,publish,"English, ARKY backpack"
5421,variation,2971,11113-60112,11113-60112,publish,"English, ARKY white cabinet"
5422,variation,2971,11113-60122,11113-60122,publish,"English, ARKY green cabinet"
5423,variation,2971,11113-60213,11113-60213,publish,"English, ARKY outdoor (heated)"
5424,variation,2971,11113-60222,11113-60222,publish,"English, Core Classic"
5425,variation,2971,11113-60223,11113-60223,publish,"English, Core Plus"
5427,variation,2971,11114,11114,publish,"German, Defibrillator"
5428,variation,2971,11114-60110,11114-60110,publish,"German, ARKY backpack"
5429,variation,2971,11114-60112,11114-60112,publish,"German, ARKY white cabinet"
5430,variation,2971,11114-60122,11114-60122,publish,"German, ARKY green cabinet"
5431,variation,2971,11114-60213,11114-60213,publish,"German, ARKY outdoor (heated)"
5432,variation,2971,11114-60222,11114-60222,publish,"German, Core Classic"
5433,variation,2971,11114-60223,11114-60223,publish,"German, Core Plus"
5435,variation,2971,11117,11117,publish,"Danish, Defibrillator"
5436,variation,2971,11117-60110,11117-60110,publish,"Danish, ARKY backpack"
5437,variation,2971,11117-60112,11117-60112,publish,"Danish, ARKY white cabinet"
5438,variation,2971,11117-60122,11117-60122,publish,"Danish, ARKY green cabinet"
5439,variation,2971,11117-60213,11117-60213,publish,"Danish, ARKY outdoor (heated)"
5440,variation,2971,11117-60222,11117-60222,publish,"Danish, Core Classic"
5441,variation,2971,11117-60223,11117-60223,publish,"Danish, Core Plus"
5443,variation,2976,11121,11121,private,"Dutch, Defibrillator"
5459,variation,2976,11123,11123,publish,"English, Defibrillator"
5460,variation,2976,11123-60110,11123-60110,publish,"English, ARKY backpack"
5461,variation,2976,11123-60112,11123-60112,publish,"English, ARKY white cabinet"
5462,variation,2976,11123-60122,11123-60122,publish,"English, ARKY green cabinet"
5463,variation,2976,11123-60213,11123-60213,publish,"English, ARKY outdoor (heated)"
5464,variation,2976,11123-60222,11123-60222,publish,"English, Core Classic"
5465,variation,2976,11123-60223,11123-60223,publish,"English, Core Plus"
5467,variation,2976,11124,11124,publish,"German, Defibrillator"
5468,variation,2976,11124-60110,11124-60110,publish,"German, ARKY backpack"
