wc_id,type,parent_id,sku,meta,status,name
3992,variable,"",PP-CM-100M-MS-wpbase,PP-CM-100M-MS,private,"PRESTAN Professional Child CPR Manikin with CPR Feedback (Single)"
3999,variable,"",PP-CM-2000-1-MS-wpbase,PP-CM-2000-1-MS,private,"PRESTAN Professional Child Series 2000 CPR Manikin (Single)"
4005,variable,"",PP-IM-100M-MS-wpbase,PP-IM-100M-MS,private,"PRESTAN Professional Infant CPR Manikin with CPR Feedback (Single)"
4012,variable,"",PP-IM-2000-1-MS-wpbase,PP-IM-2000-1-MS,private,"PRESTAN Professional Infant Series 2000 CPR Manikin (Single)"
4027,variable,"",PP-ULM-100M-MS-wpbase,PP-ULM-100M-MS,private,"PRESTAN Ultralite CPR Manikin with CPR Feedback (Single)"
4064,variable,"",PP-FM-300M-MS-wpbase,PP-FM-300M-MS,private,"PRESTAN CPR Manikin Collection Pack with CPR Feedback"
5159,variable,"",21013-UK-wpbase,21013-UK,publish,"Mindray BeneHeart C2 Semi-Automatic"
5185,variable,"",21014-UK-wpbase,21014-UK,publish,"Mindray BeneHeart C2 Fully-Automatic"
5668,variable,"",064.1309-SAM-UK-wpbase,064.1309-SAM-UK,publish,"CU-Medical AED CU-SP1 halfautomaat Engelstalig"
5685,variable,"",064.1338-SAM-DE-wpbase,064.1338-SAM-DE,publish,"CU-Medical AED CU-SP1 volautomaat Duitstalig"
5837,variable,"",21019-UK-wpbase,21019-UK,publish,"Mindray Beneheart C1 Fully-automatic UK, 4G + ARKY safeset"
6165,variable,"",PP-AFS-50-wpbase,PP-AFS-50,publish,"PRESTAN Face Shields Adult 50x"
6168,variable,"",PP-CFS-50-wpbase,PP-CFS-50,publish,"PRESTAN Face Shields Child 50x"
6171,variable,"",PP-IFS-50-wpbase,PP-IFS-50,publish,"PRESTAN Face Shields Infant 50x"
2855,variation,1908,10699,10699,private,Czech
2856,variation,1908,8008-0050-27,10773,private,Danish
2857,variation,1908,8008-0050-05,10698,private,English
2858,variation,1908,8008-0050-21,10694,private,Finnish
2860,variation,1908,8008-0050-08,10669,private,German
2862,variation,1908,8008-0050-45,10695,private,Hungarian
2863,variation,1908,8008-0050-11,10697,private,Italian
2864,variation,1908,8008-0050-20,10692,private,Norwegian
2865,variation,1908,8008-0050-04,10693,private,Polish
2866,variation,1908,8008-0050-10,10700,private,Spanish
2907,variation,1959,11683,11683,publish,German
3671,variation,3678,PP-APLB-50,PP-APLB-50,private,"PRESTAN PRO+ Lung Bags 50x"
3684,variation,3683,PP-AEDT2-400-R,PP-AEDT2-400-R,private,"PRESTAN AED Trainer PLUS 4-Pack Remote Control"
3745,variation,3762,RPP-AEDT2-CABLE,RPP-AEDT2-CABLE,private,""
3746,variation,3874,RPP-AEDUT-CABLE,RPP-AEDUT-CABLE,private,""
3747,variation,3874,RPP-AEDUT-TRAY,RPP-AEDUT-TRAY,private,""
3763,variation,3762,PP-AEDT2-101,PP-AEDT2-101,private,English/Spanish
3764,variation,3762,PP-AEDT2-102,PP-AEDT2-102,private,English/French
3765,variation,3762,PP-AEDT2-103,PP-AEDT2-103,private,English/Dutch
3766,variation,3762,PP-AEDT2-104,PP-AEDT2-104,private,English/Portuguese
3767,variation,3762,PP-AEDT2-106,PP-AEDT2-106,private,Czech/Slovak
3768,variation,3762,PP-AEDT2-107,PP-AEDT2-107,private,English/Greek
3769,variation,3762,PP-AEDT2-108,PP-AEDT2-108,private,English/German
3770,variation,3762,PP-AEDT2-110,PP-AEDT2-110,private,English/Danish
3771,variation,3762,PP-AEDT2-111,PP-AEDT2-111,private,English/Norwegian
3772,variation,3762,PP-AEDT2-112,PP-AEDT2-112,private,English/Swedish
3773,variation,3762,PP-AEDT2-114,PP-AEDT2-114,private,English/Finnish
3774,variation,3762,PP-AEDT2-115,PP-AEDT2-115,private,English/Polish
3775,variation,3762,PP-AEDT2-116,PP-AEDT2-116,private,English/Russian
3776,variation,3762,PP-AEDT2-118,PP-AEDT2-118,private,English/Italian
3777,variation,3762,PP-AEDT2-120,PP-AEDT2-120,private,English/Arabic
3778,variation,3762,PP-AEDT2-121,PP-AEDT2-121,private,English/Hebrew
3779,variation,3762,PP-AEDT2-130,PP-AEDT2-130,private,English/Ukrainian
3781,variation,3762,PP-AEDT2-133,PP-AEDT2-133,private,English/Romanian
3782,variation,3762,PP-AEDT2-135,PP-AEDT2-135,private,English/Croatian
3783,variation,3762,PP-AEDT2-136,PP-AEDT2-136,private,English/Slovenian
3784,variation,3762,PP-AEDT2-137,PP-AEDT2-137,private,English/Serbian
3785,variation,3762,PP-AEDT2-138,PP-AEDT2-138,private,English/Turkish
3875,variation,3874,PP-AEDUT-101,PP-AEDUT-101,private,English/Spanish
3876,variation,3874,PP-AEDUT-102,PP-AEDUT-102,private,English/French
3877,variation,3874,PP-AEDUT-103,PP-AEDUT-103,private,English/Dutch
3878,variation,3874,PP-AEDUT-104,PP-AEDUT-104,private,English/Portuguese
3879,variation,3874,PP-AEDUT-106,PP-AEDUT-106,private,Czech/Slovak
3880,variation,3874,PP-AEDUT-107,PP-AEDUT-107,private,English/Greek
3881,variation,3874,PP-AEDUT-108,PP-AEDUT-108,private,English/German
3882,variation,3874,PP-AEDUT-110,PP-AEDUT-110,private,English/Danish
3883,variation,3874,PP-AEDUT-111,PP-AEDUT-111,private,English/Norwegian
3884,variation,3874,PP-AEDUT-112,PP-AEDUT-112,private,English/Swedish
3885,variation,3874,PP-AEDUT-114,PP-AEDUT-114,private,English/Finnish
3886,variation,3874,PP-AEDUT-115,PP-AEDUT-115,private,English/Polish
3887,variation,3874,PP-AEDUT-116,PP-AEDUT-116,private,English/Russian
3888,variation,3874,PP-AEDUT-118,PP-AEDUT-118,private,English/Italian
3889,variation,3874,PP-AEDUT-120,PP-AEDUT-120,private,English/Arabic
3890,variation,3874,PP-AEDUT-121,PP-AEDUT-121,private,English/Hebrew
3891,variation,3874,PP-AEDUT-130,PP-AEDUT-130,private,English/Ukrainian
3893,variation,3874,PP-AEDUT-133,PP-AEDUT-133,private,English/Romanian
3894,variation,3874,PP-AEDUT-135,PP-AEDUT-135,private,English/Croatian
3895,variation,3874,PP-AEDUT-136,PP-AEDUT-136,private,English/Slovenian
3896,variation,3874,PP-AEDUT-137,PP-AEDUT-137,private,English/Serbian
3897,variation,3874,PP-AEDUT-138,PP-AEDUT-138,private,English/Turkish
3950,variation,3949,PP-AM-400M-MS,PP-AM-400M-MS,private,"Light Skin"
3951,variation,3949,PP-AM-400M-DS,PP-AM-400M-DS,private,"Dark Skin"
3952,variation,3949,PP-AM-400M-MSDS,PP-AM-400M-MSDS,private,"Diversity Kit"
3958,variation,3957,PP-AM-2000-1-MS,PP-AM-2000-1-MS,private,"Light Skin"
3959,variation,3957,PP-AM-2000-1-DS,PP-AM-2000-1-DS,private,"Dark Skin"
3964,variation,3963,PP-AMP-100M-MS,PP-AMP-100M-MS,private,"Light Skin"
3965,variation,3963,PP-AMP-100M-DS,PP-AMP-100M-DS,private,"Dark Skin"
3993,variation,3992,PP-CM-100M-MS,PP-CM-100M-MS,private,"Light Skin"
3994,variation,3992,PP-CM-100M-DS,PP-CM-100M-DS,private,"Dark Skin"
4000,variation,3999,PP-CM-2000-1-MS,PP-CM-2000-1-MS,private,"Light Skin"
4001,variation,3999,PP-CM-2000-1-DS,PP-CM-2000-1-DS,private,"Dark Skin"
4006,variation,4005,PP-IM-100M-MS,PP-IM-100M-MS,private,"Light Skin"
4007,variation,4005,PP-IM-100M-DS,PP-IM-100M-DS,private,"Dark Skin"
4013,variation,4012,PP-IM-2000-1-MS,PP-IM-2000-1-MS,private,"Light Skin"
4014,variation,4012,PP-IM-2000-1-DS,PP-IM-2000-1-DS,private,"Dark Skin"
4028,variation,4027,PP-ULM-100M-MS,PP-ULM-100M-MS,private,"Light Skin"
4029,variation,4027,PP-ULM-100M-DS,PP-ULM-100M-DS,private,"Dark Skin"
4065,variation,4064,PP-FM-300M-MS,PP-FM-300M-MS,private,"Light Skin"
4066,variation,4064,PP-FM-300M-DS,PP-FM-300M-DS,private,"Dark Skin"
4250,variation,1969,11186EN,11186EN,publish,"English, Defibrillator"
4251,variation,1969,11186EN-60110,11186EN-60110,publish,"English, ARKY backpack"
4252,variation,1969,11186EN-60112,11186EN-60112,publish,"English, ARKY white cabinet"
4253,variation,1969,11186EN-60122,11186EN-60122,publish,"English, ARKY green cabinet"
4254,variation,1969,11186EN-60212,11186EN-60212,publish,"English, ARKY outdoor (unheated)"
4255,variation,1969,11186EN-60213,11186EN-60213,publish,"English, ARKY heated cabinet"
4256,variation,1969,11186EN-60222,11186EN-60222,publish,"English, Arky Core Classic"
4257,variation,1969,11186EN-60223,11186EN-60223,publish,"English, Arky Core Plus"
4266,variation,1969,11186-CZ,11186-CZ,publish,"Czech, Defibrillator"
4267,variation,1969,11186-CZ-60110,11186-CZ-60110,publish,"Czech, ARKY backpack"
4268,variation,1969,11186-CZ-60112,11186-CZ-60112,publish,"Czech, ARKY white cabinet"
4269,variation,1969,11186-CZ-60122,11186-CZ-60122,publish,"Czech, ARKY green cabinet"
4270,variation,1969,11186-CZ-60212,11186-CZ-60212,publish,"Czech, ARKY outdoor (unheated)"
4271,variation,1969,11186-CZ-60213,11186-CZ-60213,publish,"Czech, ARKY heated cabinet"
4272,variation,1969,11186-CZ-60222,11186-CZ-60222,publish,"Czech, Arky Core Classic"
4273,variation,1969,11186-CZ-60223,11186-CZ-60223,publish,"Czech, Arky Core Plus"
4274,variation,1969,11656,11656,publish,"French, Defibrillator"
4275,variation,1969,11656-60110,11656-60110,publish,"French, ARKY backpack"
4276,variation,1969,11656-60112,11656-60112,publish,"French, ARKY white cabinet"
4277,variation,1969,11656-60122,11656-60122,publish,"French, ARKY green cabinet"
4278,variation,1969,11656-60212,11656-60212,publish,"French, ARKY outdoor (unheated)"
4279,variation,1969,11656-60213,11656-60213,publish,"French, ARKY heated cabinet"
4280,variation,1969,11656-60222,11656-60222,publish,"French, Arky Core Classic"
4281,variation,1969,11656-60223,11656-60223,publish,"French, Arky Core Plus"
4282,variation,1969,11688,11688,publish,"German, Defibrillator"
4283,variation,1969,11688-60110,11688-60110,publish,"German, ARKY backpack"
4284,variation,1969,11688-60112,11688-60112,publish,"German, ARKY white cabinet"
4285,variation,1969,11688-60122,11688-60122,publish,"German, ARKY green cabinet"
4286,variation,1969,11688-60212,11688-60212,publish,"German, ARKY outdoor (unheated)"
4287,variation,1969,11688-60213,11688-60213,publish,"German, ARKY heated cabinet"
4288,variation,1969,11688-60222,11688-60222,publish,"German, Arky Core Classic"
4289,variation,1969,11688-60223,11688-60223,publish,"German, Arky Core Plus"
4290,variation,1950,11999,11999,publish,"English, Defibrillator"
4291,variation,1950,11999-60110,11999-60110,publish,"English, ARKY backpack"
4292,variation,1950,11999-60112,11999-60112,publish,"English, ARKY white cabinet"
4293,variation,1950,11999-60122,11999-60122,publish,"English, ARKY green cabinet"
4294,variation,1950,11999-60212,11999-60212,publish,"English, ARKY outdoor (unheated)"
4295,variation,1950,11999-60213,11999-60213,publish,"English, ARKY heated cabinet"
4296,variation,1950,11999-60222,11999-60222,publish,"English, Arky Core Classic"
4297,variation,1950,11999-60223,11999-60223,publish,"English, Arky Core Plus"
4306,variation,1950,11652,11652,publish,"German, Defibrillator"
4307,variation,1950,11652-60110,11652-60110,publish,"German, ARKY backpack"
4308,variation,1950,11652-60112,11652-60112,publish,"German, ARKY white cabinet"
4309,variation,1950,11652-60122,11652-60122,publish,"German, ARKY green cabinet"
4310,variation,1950,11652-60212,11652-60212,publish,"German, ARKY outdoor (unheated)"
4311,variation,1950,11652-60213,11652-60213,publish,"German, ARKY heated cabinet"
4312,variation,1950,11652-60222,11652-60222,publish,"German, Arky Core Classic"
4313,variation,1950,11652-60223,11652-60223,publish,"German, Arky Core Plus"
4314,variation,1950,11651,11651,publish,"French, Defibrillator"
4315,variation,1950,11651-60110,11651-60110,publish,"French, ARKY backpack"
4316,variation,1950,11651-60112,11651-60112,publish,"French, ARKY white cabinet"
4317,variation,1950,11651-60122,11651-60122,publish,"French, ARKY green cabinet"
4318,variation,1950,11651-60212,11651-60212,publish,"French, ARKY outdoor (unheated)"
4319,variation,1950,11651-60213,11651-60213,publish,"French, ARKY heated cabinet"
4320,variation,1950,11651-60222,11651-60222,publish,"French, Arky Core Classic"
4321,variation,1950,11651-60223,11651-60223,publish,"French, Arky Core Plus"
4322,variation,1950,11989,11989,publish,"Czech, Defibrillator"
4323,variation,1950,11989-60110,11989-60110,publish,"Czech, ARKY backpack"
4324,variation,1950,11989-60112,11989-60112,publish,"Czech, ARKY white cabinet"
4325,variation,1950,11989-60122,11989-60122,publish,"Czech, ARKY green cabinet"
4326,variation,1950,11989-60212,11989-60212,publish,"Czech, ARKY outdoor (unheated)"
4327,variation,1950,11989-60213,11989-60213,publish,"Czech, ARKY heated cabinet"
4328,variation,1950,11989-60222,11989-60222,publish,"Czech, Arky Core Classic"
4329,variation,1950,11989-60223,11989-60223,publish,"Czech, Arky Core Plus"
4330,variation,1950,11990,11990,publish,"Norwegian, Defibrillator"
4331,variation,1950,11990-60110,11990-60110,publish,"Norwegian, ARKY backpack"
4332,variation,1950,11990-60112,11990-60112,publish,"Norwegian, ARKY white cabinet"
4333,variation,1950,11990-60122,11990-60122,publish,"Norwegian, ARKY green cabinet"
4334,variation,1950,11990-60212,11990-60212,publish,"Norwegian, ARKY outdoor (unheated)"
4335,variation,1950,11990-60213,11990-60213,publish,"Norwegian, ARKY heated cabinet"
4336,variation,1950,11990-60222,11990-60222,publish,"Norwegian, Arky Core Classic"
4337,variation,1950,11990-60223,11990-60223,publish,"Norwegian, Arky Core Plus"
4338,variation,1950,11991,11991,publish,"Danish, Defibrillator"
4339,variation,1950,11991-60110,11991-60110,publish,"Danish, ARKY backpack"
4340,variation,1950,11991-60112,11991-60112,publish,"Danish, ARKY white cabinet"
4341,variation,1950,11991-60122,11991-60122,publish,"Danish, ARKY green cabinet"
4342,variation,1950,11991-60212,11991-60212,publish,"Danish, ARKY outdoor (unheated)"
4343,variation,1950,11991-60213,11991-60213,publish,"Danish, ARKY heated cabinet"
4344,variation,1950,11991-60222,11991-60222,publish,"Danish, Arky Core Classic"
4345,variation,1950,11991-60223,11991-60223,publish,"Danish, Arky Core Plus"
4346,variation,1950,11992,11992,publish,"Finnish, Defibrillator"
4347,variation,1950,11992-60110,11992-60110,publish,"Finnish, ARKY backpack"
4348,variation,1950,11992-60112,11992-60112,publish,"Finnish, ARKY white cabinet"
4349,variation,1950,11992-60122,11992-60122,publish,"Finnish, ARKY green cabinet"
4350,variation,1950,11992-60212,11992-60212,publish,"Finnish, ARKY outdoor (unheated)"
4351,variation,1950,11992-60213,11992-60213,publish,"Finnish, ARKY heated cabinet"
4352,variation,1950,11992-60222,11992-60222,publish,"Finnish, Arky Core Classic"
4353,variation,1950,11992-60223,11992-60223,publish,"Finnish, Arky Core Plus"
4354,variation,1950,11993,11993,publish,"Swedish, Defibrillator"
4355,variation,1950,11993-60110,11993-60110,publish,"Swedish, ARKY backpack"
4356,variation,1950,11993-60112,11993-60112,publish,"Swedish, ARKY white cabinet"
4357,variation,1950,11993-60122,11993-60122,publish,"Swedish, ARKY green cabinet"
4358,variation,1950,11993-60212,11993-60212,publish,"Swedish, ARKY outdoor (unheated)"
4359,variation,1950,11993-60213,11993-60213,publish,"Swedish, ARKY heated cabinet"
4360,variation,1950,11993-60222,11993-60222,publish,"Swedish, Arky Core Classic"
4361,variation,1950,11993-60223,11993-60223,publish,"Swedish, Arky Core Plus"
4362,variation,1950,11994,11994,publish,"Greek, Defibrillator"
4363,variation,1950,11994-60110,11994-60110,publish,"Greek, ARKY backpack"
4364,variation,1950,11994-60112,11994-60112,publish,"Greek, ARKY white cabinet"
4365,variation,1950,11994-60122,11994-60122,publish,"Greek, ARKY green cabinet"
4366,variation,1950,11994-60212,11994-60212,publish,"Greek, ARKY outdoor (unheated)"
4367,variation,1950,11994-60213,11994-60213,publish,"Greek, ARKY heated cabinet"
4368,variation,1950,11994-60222,11994-60222,publish,"Greek, Arky Core Classic"
4369,variation,1950,11994-60223,11994-60223,publish,"Greek, Arky Core Plus"
4370,variation,1950,11995,11995,publish,"Hungarian, Defibrillator"
4371,variation,1950,11995-60110,11995-60110,publish,"Hungarian, ARKY backpack"
4372,variation,1950,11995-60112,11995-60112,publish,"Hungarian, ARKY white cabinet"
4373,variation,1950,11995-60122,11995-60122,publish,"Hungarian, ARKY green cabinet"
4374,variation,1950,11995-60212,11995-60212,publish,"Hungarian, ARKY outdoor (unheated)"
4375,variation,1950,11995-60213,11995-60213,publish,"Hungarian, ARKY heated cabinet"
4376,variation,1950,11995-60222,11995-60222,publish,"Hungarian, Arky Core Classic"
4377,variation,1950,11995-60223,11995-60223,publish,"Hungarian, Arky Core Plus"
4378,variation,1950,11997,11997,publish,"Croatian, Defibrillator"
4379,variation,1950,11997-60110,11997-60110,publish,"Croatian, ARKY backpack"
4380,variation,1950,11997-60112,11997-60112,publish,"Croatian, ARKY white cabinet"
4381,variation,1950,11997-60122,11997-60122,publish,"Croatian, ARKY green cabinet"
4382,variation,1950,11997-60212,11997-60212,publish,"Croatian, ARKY outdoor (unheated)"
4383,variation,1950,11997-60213,11997-60213,publish,"Croatian, ARKY heated cabinet"
4384,variation,1950,11997-60222,11997-60222,publish,"Croatian, Arky Core Classic"
4385,variation,1950,11997-60223,11997-60223,publish,"Croatian, Arky Core Plus"
4386,variation,1950,11998,11998,publish,"Slovenian, Defibrillator"
4387,variation,1950,11998-60110,11998-60110,publish,"Slovenian, ARKY backpack"
4388,variation,1950,11998-60112,11998-60112,publish,"Slovenian, ARKY white cabinet"
4389,variation,1950,11998-60122,11998-60122,publish,"Slovenian, ARKY green cabinet"
4390,variation,1950,11998-60212,11998-60212,publish,"Slovenian, ARKY outdoor (unheated)"
4391,variation,1950,11998-60213,11998-60213,publish,"Slovenian, ARKY heated cabinet"
4392,variation,1950,11998-60222,11998-60222,publish,"Slovenian, Arky Core Classic"
4393,variation,1950,11998-60223,11998-60223,publish,"Slovenian, Arky Core Plus"
4394,variation,1950,11988,11988,publish,"Slovak, Defibrillator"
4395,variation,1950,11988-60110,11988-60110,publish,"Slovak, ARKY backpack"
4396,variation,1950,11988-60112,11988-60112,publish,"Slovak, ARKY white cabinet"
4397,variation,1950,11988-60122,11988-60122,publish,"Slovak, ARKY green cabinet"
4398,variation,1950,11988-60212,11988-60212,publish,"Slovak, ARKY outdoor (unheated)"
4399,variation,1950,11988-60213,11988-60213,publish,"Slovak, ARKY heated cabinet"
4400,variation,1950,11988-60222,11988-60222,publish,"Slovak, Arky Core Classic"
4401,variation,1950,11988-60223,11988-60223,publish,"Slovak, Arky Core Plus"
4402,variation,1959,11100,11100,publish,"English, Defibrillator"
4403,variation,1959,11100-60110,11100-60110,publish,"English, ARKY backpack"
4404,variation,1959,11100-60112,11100-60112,publish,"English, ARKY white cabinet"
4405,variation,1959,11100-60122,11100-60122,publish,"English, ARKY green cabinet"
4406,variation,1959,11100-60212,11100-60212,publish,"English, ARKY outdoor (unheated)"
4407,variation,1959,11100-60213,11100-60213,publish,"English, ARKY heated cabinet"
4408,variation,1959,11100-60222,11100-60222,publish,"English, Arky Core Classic"
4409,variation,1959,11100-60223,11100-60223,publish,"English, Arky Core Plus"
4410,variation,1959,11174,11174,private,"Dutch, Defibrillator"
4418,variation,1959,11683-60110,11683-60110,publish,"German, ARKY backpack"
4419,variation,1959,11683-60112,11683-60112,publish,"German, ARKY white cabinet"
4420,variation,1959,11683-60122,11683-60122,publish,"German, ARKY green cabinet"
4421,variation,1959,11683-60212,11683-60212,publish,"German, ARKY outdoor (unheated)"
4422,variation,1959,11683-60213,11683-60213,publish,"German, ARKY heated cabinet"
4423,variation,1959,11683-60222,11683-60222,publish,"German, Arky Core Classic"
4424,variation,1959,11683-60223,11683-60223,publish,"German, Arky Core Plus"
4470,variation,2940,52120,52120,publish,"English, Defibrillator"
4471,variation,2940,52120-60110,52120-60110,publish,"English, ARKY backpack"
4472,variation,2940,52120-60112,52120-60112,publish,"English, ARKY white cabinet"
4473,variation,2940,52120-60122,52120-60122,publish,"English, ARKY green cabinet"
4474,variation,2940,52120-60212,52120-60212,publish,"English, ARKY outdoor (unheated)"
4475,variation,2940,52120-60213,52120-60213,publish,"English, ARKY heated cabinet"
4476,variation,2940,52120-60222,52120-60222,publish,"English, Arky Core Classic"
4477,variation,2940,52120-60223,52120-60223,publish,"English, Arky Core Plus"
4478,variation,2940,52112,52112,private,"Dutch, Defibrillator"
4486,variation,2940,52122,52122,publish,"German, Defibrillator"
4487,variation,2940,52122-60110,52122-60110,publish,"German, ARKY backpack"
4488,variation,2940,52122-60112,52122-60112,publish,"German, ARKY white cabinet"
4489,variation,2940,52122-60122,52122-60122,publish,"German, ARKY green cabinet"
4490,variation,2940,52122-60212,52122-60212,publish,"German, ARKY outdoor (unheated)"
4491,variation,2940,52122-60213,52122-60213,publish,"German, ARKY heated cabinet"
4492,variation,2940,52122-60222,52122-60222,publish,"German, Arky Core Classic"
4493,variation,2940,52122-60223,52122-60223,publish,"German, Arky Core Plus"
4502,variation,2940,52115,52115,publish,"Czech, Defibrillator"
4503,variation,2940,52115-60110,52115-60110,publish,"Czech, ARKY backpack"
4504,variation,2940,52115-60112,52115-60112,publish,"Czech, ARKY white cabinet"
4505,variation,2940,52115-60122,52115-60122,publish,"Czech, ARKY green cabinet"
4506,variation,2940,52115-60212,52115-60212,publish,"Czech, ARKY outdoor (unheated)"
4507,variation,2940,52115-60213,52115-60213,publish,"Czech, ARKY heated cabinet"
4508,variation,2940,52115-60222,52115-60222,publish,"Czech, Arky Core Classic"
4509,variation,2940,52115-60223,52115-60223,publish,"Czech, Arky Core Plus"
4510,variation,2940,52117,52117,publish,"Danish, Defibrillator"
4511,variation,2940,52117-60110,52117-60110,publish,"Danish, ARKY backpack"
4512,variation,2940,52117-60112,52117-60112,publish,"Danish, ARKY white cabinet"
4513,variation,2940,52117-60122,52117-60122,publish,"Danish, ARKY green cabinet"
4514,variation,2940,52117-60212,52117-60212,publish,"Danish, ARKY outdoor (unheated)"
4515,variation,2940,52117-60213,52117-60213,publish,"Danish, ARKY heated cabinet"
4516,variation,2940,52117-60222,52117-60222,publish,"Danish, Arky Core Classic"
4517,variation,2940,52117-60223,52117-60223,publish,"Danish, Arky Core Plus"
4518,variation,2940,52118,52118,publish,"Swedish, Defibrillator"
4519,variation,2940,52118-60110,52118-60110,publish,"Swedish, ARKY backpack"
4520,variation,2940,52118-60112,52118-60112,publish,"Swedish, ARKY white cabinet"
4521,variation,2940,52118-60122,52118-60122,publish,"Swedish, ARKY green cabinet"
4522,variation,2940,52118-60212,52118-60212,publish,"Swedish, ARKY outdoor (unheated)"
4523,variation,2940,52118-60213,52118-60213,publish,"Swedish, ARKY heated cabinet"
4524,variation,2940,52118-60222,52118-60222,publish,"Swedish, Arky Core Classic"
4525,variation,2940,52118-60223,52118-60223,publish,"Swedish, Arky Core Plus"
4526,variation,2940,52116,52116,publish,"Norwegian, Defibrillator"
4527,variation,2940,52116-60110,52116-60110,publish,"Norwegian, ARKY backpack"
4528,variation,2940,52116-60112,52116-60112,publish,"Norwegian, ARKY white cabinet"
4529,variation,2940,52116-60122,52116-60122,publish,"Norwegian, ARKY green cabinet"
4530,variation,2940,52116-60212,52116-60212,publish,"Norwegian, ARKY outdoor (unheated)"
4531,variation,2940,52116-60213,52116-60213,publish,"Norwegian, ARKY heated cabinet"
4532,variation,2940,52116-60222,52116-60222,publish,"Norwegian, Arky Core Classic"
4533,variation,2940,52116-60223,52116-60223,publish,"Norwegian, Arky Core Plus"
4534,variation,2940,52102,52102,publish,"Finnish, Defibrillator"
4535,variation,2940,52102-60110,52102-60110,publish,"Finnish, ARKY backpack"
4536,variation,2940,52102-60112,52102-60112,publish,"Finnish, ARKY white cabinet"
4537,variation,2940,52102-60122,52102-60122,publish,"Finnish, ARKY green cabinet"
4538,variation,2940,52102-60212,52102-60212,publish,"Finnish, ARKY outdoor (unheated)"
4539,variation,2940,52102-60213,52102-60213,publish,"Finnish, ARKY heated cabinet"
4540,variation,2940,52102-60222,52102-60222,publish,"Finnish, Arky Core Classic"
4541,variation,2940,52102-60223,52102-60223,publish,"Finnish, Arky Core Plus"
4542,variation,2940,52113,52113,publish,"Greek, Defibrillator"
4543,variation,2940,52113-60110,52113-60110,publish,"Greek, ARKY backpack"
4544,variation,2940,52113-60112,52113-60112,publish,"Greek, ARKY white cabinet"
4545,variation,2940,52113-60122,52113-60122,publish,"Greek, ARKY green cabinet"
4546,variation,2940,52113-60212,52113-60212,publish,"Greek, ARKY outdoor (unheated)"
4547,variation,2940,52113-60213,52113-60213,publish,"Greek, ARKY heated cabinet"
4548,variation,2940,52113-60222,52113-60222,publish,"Greek, Arky Core Classic"
4549,variation,2940,52113-60223,52113-60223,publish,"Greek, Arky Core Plus"
4550,variation,2940,52114,52114,publish,"Hungarian, Defibrillator"
4551,variation,2940,52114-60110,52114-60110,publish,"Hungarian, ARKY backpack"
4552,variation,2940,52114-60112,52114-60112,publish,"Hungarian, ARKY white cabinet"
4553,variation,2940,52114-60122,52114-60122,publish,"Hungarian, ARKY green cabinet"
4554,variation,2940,52114-60212,52114-60212,publish,"Hungarian, ARKY outdoor (unheated)"
4555,variation,2940,52114-60213,52114-60213,publish,"Hungarian, ARKY heated cabinet"
4556,variation,2940,52114-60222,52114-60222,publish,"Hungarian, Arky Core Classic"
4557,variation,2940,52114-60223,52114-60223,publish,"Hungarian, Arky Core Plus"
4558,variation,2940,52101,52101,publish,"Croatian, Defibrillator"
4559,variation,2940,52101-60110,52101-60110,publish,"Croatian, ARKY backpack"
4560,variation,2940,52101-60112,52101-60112,publish,"Croatian, ARKY white cabinet"
4561,variation,2940,52101-60122,52101-60122,publish,"Croatian, ARKY green cabinet"
4562,variation,2940,52101-60212,52101-60212,publish,"Croatian, ARKY outdoor (unheated)"
4563,variation,2940,52101-60213,52101-60213,publish,"Croatian, ARKY heated cabinet"
4564,variation,2940,52101-60222,52101-60222,publish,"Croatian, Arky Core Classic"
4565,variation,2940,52101-60223,52101-60223,publish,"Croatian, Arky Core Plus"
4566,variation,2940,52103,52103,publish,"Slovenian, Defibrillator"
4567,variation,2940,52103-60110,52103-60110,publish,"Slovenian, ARKY backpack"
4568,variation,2940,52103-60112,52103-60112,publish,"Slovenian, ARKY white cabinet"
4569,variation,2940,52103-60122,52103-60122,publish,"Slovenian, ARKY green cabinet"
4570,variation,2940,52103-60212,52103-60212,publish,"Slovenian, ARKY outdoor (unheated)"
4571,variation,2940,52103-60213,52103-60213,publish,"Slovenian, ARKY heated cabinet"
4572,variation,2940,52103-60222,52103-60222,publish,"Slovenian, Arky Core Classic"
4573,variation,2940,52103-60223,52103-60223,publish,"Slovenian, Arky Core Plus"
4574,variation,2940,52106,52106,publish,"Slovak, Defibrillator"
4575,variation,2940,52106-60110,52106-60110,publish,"Slovak, ARKY backpack"
4576,variation,2940,52106-60112,52106-60112,publish,"Slovak, ARKY white cabinet"
4577,variation,2940,52106-60122,52106-60122,publish,"Slovak, ARKY green cabinet"
4578,variation,2940,52106-60212,52106-60212,publish,"Slovak, ARKY outdoor (unheated)"
4579,variation,2940,52106-60213,52106-60213,publish,"Slovak, ARKY heated cabinet"
4580,variation,2940,52106-60222,52106-60222,publish,"Slovak, Arky Core Classic"
4581,variation,2940,52106-60223,52106-60223,publish,"Slovak, Arky Core Plus"
4598,variation,2952,52119,52119,publish,"English, Defibrillator"
4599,variation,2952,52119-60110,52119-60110,publish,"English, ARKY backpack"
4600,variation,2952,52119-60112,52119-60112,publish,"English, ARKY white cabinet"
