4018,variable,"",PP-JTM-100M-MS-wpbase,PP-JTM-100M-MS
4027,variable,"",PP-ULM-100M-MS-wpbase,PP-ULM-100M-MS
4049,variable,"",PP-IULM-100M-MS-wpbase,PP-IULM-100M-MS
4064,variable,"",PP-FM-300M-MS-wpbase,PP-FM-300M-MS
5159,variable,"",21013-UK-wpbase,21013-UK
5185,variable,"",21014-UK-wpbase,21014-UK
5641,variable,"",064.1309-SAM-UK-wpbase,064.1309-SAM-UK
5658,variable,"",064.1338-SAM-DE-wpbase,064.1338-SAM-DE
6349,variable,"",21019-UK-wpbase,21019-UK
2855,variation,1908,10699,10699
2856,variation,1908,10773,10773
2857,variation,1908,10698,10698
2858,variation,1908,10694,10694
2860,variation,1908,10669,10669
2862,variation,1908,10695,10695
2863,variation,1908,10697,10697
2864,variation,1908,10692,10692
2865,variation,1908,10693,10693
2866,variation,1908,10700,10700
2907,variation,1959,11683,11683
3006,variation,2829,21011-DE,21011-DE
3671,variation,3678,PP-APLB-50,PP-APLB-50
3684,variation,3683,PP-AEDT2-400-R,PP-AEDT2-400-R
3745,variation,3762,RPP-AEDT2-CABLE,RPP-AEDT2-CABLE
3746,variation,3874,RPP-AEDUT-CABLE,RPP-AEDUT-CABLE
3747,variation,3874,RPP-AEDUT-TRAY,RPP-AEDUT-TRAY
3763,variation,3762,PP-AEDT2-101,PP-AEDT2-101
3764,variation,3762,PP-AEDT2-102,PP-AEDT2-102
3765,variation,3762,PP-AEDT2-103,PP-AEDT2-103
3766,variation,3762,PP-AEDT2-104,PP-AEDT2-104
3767,variation,3762,PP-AEDT2-106,PP-AEDT2-106
3768,variation,3762,PP-AEDT2-107,PP-AEDT2-107
3769,variation,3762,PP-AEDT2-108,PP-AEDT2-108
3770,variation,3762,PP-AEDT2-110,PP-AEDT2-110
3771,variation,3762,PP-AEDT2-111,PP-AEDT2-111
3772,variation,3762,PP-AEDT2-112,PP-AEDT2-112
3773,variation,3762,PP-AEDT2-114,PP-AEDT2-114
3774,variation,3762,PP-AEDT2-115,PP-AEDT2-115
3775,variation,3762,PP-AEDT2-116,PP-AEDT2-116
3776,variation,3762,PP-AEDT2-118,PP-AEDT2-118
3777,variation,3762,PP-AEDT2-120,PP-AEDT2-120
3778,variation,3762,PP-AEDT2-121,PP-AEDT2-121
3779,variation,3762,PP-AEDT2-130,PP-AEDT2-130
3781,variation,3762,PP-AEDT2-133,PP-AEDT2-133
3782,variation,3762,PP-AEDT2-135,PP-AEDT2-135
3783,variation,3762,PP-AEDT2-136,PP-AEDT2-136
3784,variation,3762,PP-AEDT2-137,PP-AEDT2-137
3785,variation,3762,PP-AEDT2-138,PP-AEDT2-138
3787,variation,3762,PP-AEDT2-401,PP-AEDT2-401
3788,variation,3762,PP-AEDT2-402,PP-AEDT2-402
3789,variation,3762,PP-AEDT2-403,PP-AEDT2-403
3790,variation,3762,PP-AEDT2-404,PP-AEDT2-404
3791,variation,3762,PP-AEDT2-406,PP-AEDT2-406
3792,variation,3762,PP-AEDT2-407,PP-AEDT2-407
3793,variation,3762,PP-AEDT2-408,PP-AEDT2-408
3794,variation,3762,PP-AEDT2-410,PP-AEDT2-410
3795,variation,3762,PP-AEDT2-411,PP-AEDT2-411
3796,variation,3762,PP-AEDT2-412,PP-AEDT2-412
3797,variation,3762,PP-AEDT2-414,PP-AEDT2-414
3798,variation,3762,PP-AEDT2-415,PP-AEDT2-415
3799,variation,3762,PP-AEDT2-416,PP-AEDT2-416
3800,variation,3762,PP-AEDT2-418,PP-AEDT2-418
3801,variation,3762,PP-AEDT2-420,PP-AEDT2-420
3802,variation,3762,PP-AEDT2-421,PP-AEDT2-421
3803,variation,3762,PP-AEDT2-430,PP-AEDT2-430
3805,variation,3762,PP-AEDT2-433,PP-AEDT2-433
3806,variation,3762,PP-AEDT2-435,PP-AEDT2-435
3807,variation,3762,PP-AEDT2-436,PP-AEDT2-436
3808,variation,3762,PP-AEDT2-437,PP-AEDT2-437
3809,variation,3762,PP-AEDT2-438,PP-AEDT2-438
3811,variation,3762,PP-AEDT2-KIT-101,PP-AEDT2-KIT-101
3812,variation,3762,PP-AEDT2-KIT-102,PP-AEDT2-KIT-102
3813,variation,3762,PP-AEDT2-KIT-103,PP-AEDT2-KIT-103
3814,variation,3762,PP-AEDT2-KIT-104,PP-AEDT2-KIT-104
3815,variation,3762,PP-AEDT2-KIT-106,PP-AEDT2-KIT-106
3816,variation,3762,PP-AEDT2-KIT-107,PP-AEDT2-KIT-107
3817,variation,3762,PP-AEDT2-KIT-108,PP-AEDT2-KIT-108
3818,variation,3762,PP-AEDT2-KIT-110,PP-AEDT2-KIT-110
3819,variation,3762,PP-AEDT2-KIT-111,PP-AEDT2-KIT-111
3820,variation,3762,PP-AEDT2-KIT-112,PP-AEDT2-KIT-112
3821,variation,3762,PP-AEDT2-KIT-114,PP-AEDT2-KIT-114
3822,variation,3762,PP-AEDT2-KIT-115,PP-AEDT2-KIT-115
3823,variation,3762,PP-AEDT2-KIT-116,PP-AEDT2-KIT-116
3824,variation,3762,PP-AEDT2-KIT-118,PP-AEDT2-KIT-118
3825,variation,3762,PP-AEDT2-KIT-120,PP-AEDT2-KIT-120
3875,variation,3874,PP-AEDUT-101,PP-AEDUT-101
3876,variation,3874,PP-AEDUT-102,PP-AEDUT-102
3877,variation,3874,PP-AEDUT-103,PP-AEDUT-103
3878,variation,3874,PP-AEDUT-104,PP-AEDUT-104
3879,variation,3874,PP-AEDUT-106,PP-AEDUT-106
3880,variation,3874,PP-AEDUT-107,PP-AEDUT-107
3881,variation,3874,PP-AEDUT-108,PP-AEDUT-108
3882,variation,3874,PP-AEDUT-110,PP-AEDUT-110
3883,variation,3874,PP-AEDUT-111,PP-AEDUT-111
3884,variation,3874,PP-AEDUT-112,PP-AEDUT-112
3885,variation,3874,PP-AEDUT-114,PP-AEDUT-114
3886,variation,3874,PP-AEDUT-115,PP-AEDUT-115
3887,variation,3874,PP-AEDUT-116,PP-AEDUT-116
3888,variation,3874,PP-AEDUT-118,PP-AEDUT-118
3889,variation,3874,PP-AEDUT-120,PP-AEDUT-120
3890,variation,3874,PP-AEDUT-121,PP-AEDUT-121
3891,variation,3874,PP-AEDUT-130,PP-AEDUT-130
3893,variation,3874,PP-AEDUT-133,PP-AEDUT-133
3894,variation,3874,PP-AEDUT-135,PP-AEDUT-135
3895,variation,3874,PP-AEDUT-136,PP-AEDUT-136
3896,variation,3874,PP-AEDUT-137,PP-AEDUT-137
3897,variation,3874,PP-AEDUT-138,PP-AEDUT-138
3899,variation,3874,PP-AEDUT-401,PP-AEDUT-401
3900,variation,3874,PP-AEDUT-402,PP-AEDUT-402
3901,variation,3874,PP-AEDUT-403,PP-AEDUT-403
3902,variation,3874,PP-AEDUT-404,PP-AEDUT-404
3903,variation,3874,PP-AEDUT-406,PP-AEDUT-406
3904,variation,3874,PP-AEDUT-407,PP-AEDUT-407
3905,variation,3874,PP-AEDUT-408,PP-AEDUT-408
3906,variation,3874,PP-AEDUT-410,PP-AEDUT-410
3907,variation,3874,PP-AEDUT-411,PP-AEDUT-411
3908,variation,3874,PP-AEDUT-412,PP-AEDUT-412
3909,variation,3874,PP-AEDUT-414,PP-AEDUT-414
3910,variation,3874,PP-AEDUT-415,PP-AEDUT-415
3911,variation,3874,PP-AEDUT-416,PP-AEDUT-416
3912,variation,3874,PP-AEDUT-418,PP-AEDUT-418
3913,variation,3874,PP-AEDUT-420,PP-AEDUT-420
3914,variation,3874,PP-AEDUT-421,PP-AEDUT-421
3915,variation,3874,PP-AEDUT-430,PP-AEDUT-430
3917,variation,3874,PP-AEDUT-433,PP-AEDUT-433
3918,variation,3874,PP-AEDUT-435,PP-AEDUT-435
3919,variation,3874,PP-AEDUT-436,PP-AEDUT-436
3920,variation,3874,PP-AEDUT-437,PP-AEDUT-437
3921,variation,3874,PP-AEDUT-438,PP-AEDUT-438
3947,variation,3949,PP-AM-100M-MS,PP-AM-100M-MS
3948,variation,3949,PP-AM-100M-DS,PP-AM-100M-DS
3950,variation,3949,PP-AM-400M-MS,PP-AM-400M-MS
3951,variation,3949,PP-AM-400M-DS,PP-AM-400M-DS
3952,variation,3949,PP-AM-400M-MSDS,PP-AM-400M-MSDS
3958,variation,3957,PP-AM-2000-1-MS,PP-AM-2000-1-MS
3959,variation,3957,PP-AM-2000-1-DS,PP-AM-2000-1-DS
3961,variation,3957,PP-AM-2000-4-MS,PP-AM-2000-4-MS
3962,variation,3957,PP-AM-2000-4-DS,PP-AM-2000-4-DS
3964,variation,3963,PP-AMP-100M-MS,PP-AMP-100M-MS
3965,variation,3963,PP-AMP-100M-DS,PP-AMP-100M-DS
3977,variation,3949,PP-AFM-100M-MS,PP-AFM-100M-MS
3978,variation,3949,PP-AFM-100M-DS,PP-AFM-100M-DS
3980,variation,3949,PP-AFM-400M-MS,PP-AFM-400M-MS
3981,variation,3949,PP-AFM-400M-DS,PP-AFM-400M-DS
3982,variation,3949,PP-AFM-400M-MSDS,PP-AFM-400M-MSDS
3984,variation,3957,PP-AFM-2000-1-MS,PP-AFM-2000-1-MS
3985,variation,3957,PP-AFM-2000-1-DS,PP-AFM-2000-1-DS
3987,variation,3957,PP-AFM-2000-4-MS,PP-AFM-2000-4-MS
3993,variation,3992,PP-CM-100M-MS,PP-CM-100M-MS
3994,variation,3992,PP-CM-100M-DS,PP-CM-100M-DS
3996,variation,3992,PP-CM-400M-MS,PP-CM-400M-MS
3997,variation,3992,PP-CM-400M-DS,PP-CM-400M-DS
4000,variation,3999,PP-CM-2000-1-MS,PP-CM-2000-1-MS
4001,variation,3999,PP-CM-2000-1-DS,PP-CM-2000-1-DS
4003,variation,3999,PP-CM-2000-4-MS,PP-CM-2000-4-MS
4006,variation,4005,PP-IM-100M-MS,PP-IM-100M-MS
4007,variation,4005,PP-IM-100M-DS,PP-IM-100M-DS
4009,variation,4005,PP-IM-400M-MS,PP-IM-400M-MS
4010,variation,4005,PP-IM-400M-DS,PP-IM-400M-DS
4013,variation,4012,PP-IM-2000-1-MS,PP-IM-2000-1-MS
4014,variation,4012,PP-IM-2000-1-DS,PP-IM-2000-1-DS
4016,variation,4012,PP-IM-2000-4-MS,PP-IM-2000-4-MS
4019,variation,4018,PP-JTM-100M-MS,PP-JTM-100M-MS
4028,variation,4027,PP-ULM-100M-MS,PP-ULM-100M-MS
4029,variation,4027,PP-ULM-100M-DS,PP-ULM-100M-DS
4034,variation,4027,PP-ULM-400M-MS,PP-ULM-400M-MS
4042,variation,4027,PP-ULM-1200M-MS,PP-ULM-1200M-MS
4043,variation,4027,PP-ULM-1200M-DS,PP-ULM-1200M-DS
4050,variation,4049,PP-IULM-100M-MS,PP-IULM-100M-MS
4065,variation,4064,PP-FM-300M-MS,PP-FM-300M-MS
4066,variation,4064,PP-FM-300M-DS,PP-FM-300M-DS
4068,variation,4064,PP-FM-500M-MS,PP-FM-500M-MS
4069,variation,4064,PP-FM-500M-DS,PP-FM-500M-DS
4250,variation,1969,11186EN,11186EN
4251,variation,1969,11186EN-60110,11186EN-60110
4252,variation,1969,11186EN-60112,11186EN-60112
4253,variation,1969,11186EN-60122,11186EN-60122
4254,variation,1969,11186EN-60212,11186EN-60212
4255,variation,1969,11186EN-60213,11186EN-60213
4256,variation,1969,11186EN-60222,11186EN-60222
4257,variation,1969,11186EN-60223,11186EN-60223
4258,variation,1969,11186,11186
4259,variation,1969,11186-60110,11186-60110
4260,variation,1969,11186-60112,11186-60112
4261,variation,1969,11186-60122,11186-60122
4262,variation,1969,11186-60212,11186-60212
4263,variation,1969,11186-60213,11186-60213
4264,variation,1969,11186-60222,11186-60222
4265,variation,1969,11186-60223,11186-60223
4266,variation,1969,11186-CZ,11186-CZ
4267,variation,1969,11186-CZ-60110,11186-CZ-60110
4268,variation,1969,11186-CZ-60112,11186-CZ-60112
4269,variation,1969,11186-CZ-60122,11186-CZ-60122
4270,variation,1969,11186-CZ-60212,11186-CZ-60212
4271,variation,1969,11186-CZ-60213,11186-CZ-60213
4272,variation,1969,11186-CZ-60222,11186-CZ-60222
4273,variation,1969,11186-CZ-60223,11186-CZ-60223
4274,variation,1969,11656,11656
4275,variation,1969,11656-60110,11656-60110
4276,variation,1969,11656-60112,11656-60112
4277,variation,1969,11656-60122,11656-60122
4278,variation,1969,11656-60212,11656-60212
4279,variation,1969,11656-60213,11656-60213
4280,variation,1969,11656-60222,11656-60222
4281,variation,1969,11656-60223,11656-60223
4282,variation,1969,11688,11688
4283,variation,1969,11688-60110,11688-60110
4284,variation,1969,11688-60112,11688-60112
4285,variation,1969,11688-60122,11688-60122
4286,variation,1969,11688-60212,11688-60212
4287,variation,1969,11688-60213,11688-60213
4288,variation,1969,11688-60222,11688-60222
4289,variation,1969,11688-60223,11688-60223
4290,variation,1950,11999,11999
4291,variation,1950,11999-60110,11999-60110
4292,variation,1950,11999-60112,11999-60112
4293,variation,1950,11999-60122,11999-60122
4294,variation,1950,11999-60212,11999-60212
4295,variation,1950,11999-60213,11999-60213
4296,variation,1950,11999-60222,11999-60222
4297,variation,1950,11999-60223,11999-60223
4298,variation,1950,11173,11173
4299,variation,1950,11173-60110,11173-60110
4300,variation,1950,11173-60112,11173-60112
4301,variation,1950,11173-60122,11173-60122
4302,variation,1950,11173-60212,11173-60212
4303,variation,1950,11173-60213,11173-60213
4304,variation,1950,11173-60222,11173-60222
4305,variation,1950,11173-60223,11173-60223
4306,variation,1950,11652,11652
4307,variation,1950,11652-60110,11652-60110
4308,variation,1950,11652-60112,11652-60112
4309,variation,1950,11652-60122,11652-60122
4310,variation,1950,11652-60212,11652-60212
4311,variation,1950,11652-60213,11652-60213
4312,variation,1950,11652-60222,11652-60222
4313,variation,1950,11652-60223,11652-60223
4314,variation,1950,11651,11651
4315,variation,1950,11651-60110,11651-60110
4316,variation,1950,11651-60112,11651-60112
4317,variation,1950,11651-60122,11651-60122
4318,variation,1950,11651-60212,11651-60212
4319,variation,1950,11651-60213,11651-60213
4320,variation,1950,11651-60222,11651-60222
4321,variation,1950,11651-60223,11651-60223
4322,variation,1950,11989,11989
4323,variation,1950,11989-60110,11989-60110
4324,variation,1950,11989-60112,11989-60112
4325,variation,1950,11989-60122,11989-60122
4326,variation,1950,11989-60212,11989-60212
4327,variation,1950,11989-60213,11989-60213
4328,variation,1950,11989-60222,11989-60222
4329,variation,1950,11989-60223,11989-60223
4330,variation,1950,11990,11990
4331,variation,1950,11990-60110,11990-60110
4332,variation,1950,11990-60112,11990-60112
4333,variation,1950,11990-60122,11990-60122
4334,variation,1950,11990-60212,11990-60212
4335,variation,1950,11990-60213,11990-60213
4336,variation,1950,11990-60222,11990-60222
4337,variation,1950,11990-60223,11990-60223
